round	value	daily_double	category	comments	answer	question	air_date	notes\
1	200	no	KATY PERRY	-	In this video, Katy's jungle adventure includes taming a tiger & painting an elephant's nails	\\"Roar\\"	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	400	no	KATY PERRY	-	\\"Who You Love" is Katy's duet with this man	John Mayer	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	600	no	KATY PERRY	-	\\"I was dreaming for so long" & "Not losing any sleep" are lines from this hit	\\"Wide Awake\\"	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	1000	no	KATY PERRY	-	Snoop Dogg & a candy-clad Katy are highlights of this video	\\"California Gurls\\"	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	200	no	AFTER-SCHOOL CLUBS	-	Listen up & you can hear a member of this club practicing now	bowling club	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	400	no	AFTER-SCHOOL CLUBS	-	Hey Mr. Schue! Let's sing the praises of this choral club; the one at Yale is more than 150 years old	glee club	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	600	no	AFTER-SCHOOL CLUBS	-	The pair of masks seen here is symbolic of this club; come try out!	drama club	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	800	no	AFTER-SCHOOL CLUBS	-	Future CEOs & entrepreneurs come together for meetings of the FBLA, BL standings for this	business leaders	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	200	no	OFFICIAL LANGUAGES	-	Bolivia	Spanish	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	400	no	OFFICIAL LANGUAGES	-	Brazil	Portuguese	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	600	no	OFFICIAL LANGUAGES	-	Kuwait	Arabic	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	800	no	OFFICIAL LANGUAGES	-	Haiti	French	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	800	yes	OFFICIAL LANGUAGES	-	Liberia	English	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	200	no	MY PRESENT GOVERNMENT JOB	-	Eric Holder, who began laying down the law in 2009	Attorney General	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	400	no	MY PRESENT GOVERNMENT JOB	-	Kathleen Sebelius, insuring America, one person at a time	Secretary of Health and Human Services	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	600	no	MY PRESENT GOVERNMENT JOB	-	Chuck Hagel, serving since 2013	Secretary of Defense	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	800	no	MY PRESENT GOVERNMENT JOB	-	Peter Welch, Vermont's only one	representative	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	1000	no	MY PRESENT GOVERNMENT JOB	-	Jan Brewer, dealing with the heat, not the humidity since Jan. 21, 2009	Governor of Arizona	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	200	no	YOU'RE ON THE LIST	-	The Pyramids are part of this septet	Seven Ancient Wonders of the World	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	400	no	YOU'RE ON THE LIST	-	There are 9 of them, 6 men & 3 women; there have been 112 in U.S. history	Supreme Court justices	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	600	no	YOU'RE ON THE LIST	-	If you're on the Queen's honours list, you may be getting a KBE, making you one of these, sir	a knight (of the British Empire)	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	800	no	YOU'RE ON THE LIST	-	There are 27 of these, including 21 epistles	books of the New Testament	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	1000	no	YOU'RE ON THE LIST	-	An OSHA list of hazardous chemicals includes this swimming pool element, atomic number 17	chlorine	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	400	no	WE'LL NEED YOUR "ID\\"	-	This adjective describes a very cold climate or a cold response	frigid	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	600	no	WE'LL NEED YOUR "ID\\"	-	In ancient Rome it wasn't the 15th of March but also of May, July, and October	ides	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	800	no	WE'LL NEED YOUR "ID\\"	-	Unless you went to the market, "Bring home the bacon" is this kind of phrase that doesn't literally mean what it says	idiom	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	1000	no	WE'LL NEED YOUR "ID\\"	-	Strokes are often caused by a narrowing of these arteries in the neck that supply blood to the brain	carotid	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	400	no	BOOKS WITH SUBTITLES	-	The adventures of this J.M. Barrie title character have appeared with the subtitle "The Boy who Wouldn't Grow Up\\"	Peter Pan	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	800	no	BOOKS WITH SUBTITLES	-	You're going on an adventure with dwarves & dragons if you're reading this book subtitled "There and Back Again\\"	The Hobbit	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1200	no	BOOKS WITH SUBTITLES	-	Charles Dickens novel subtitled "The Parish Boy's Progress\\"	Oliver Twist	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1600	no	BOOKS WITH SUBTITLES	-	This Alex Haley book is subtitled "The Saga of an American Family\\"	Roots	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	2000	no	BOOKS WITH SUBTITLES	-	Earth is a scary place in this recent Max Brooks novel subtitled "An Oral History of the Zombie War\\"	World War Z	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	400	no	6-LETTER WORDS	-	It can mean to rise into the air like an airplane or to take the throne	ascend	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	800	no	6-LETTER WORDS	-	Can I be this with you?--very honest & straightforward	candid	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1200	no	6-LETTER WORDS	-	A mathematician's 9-year-old nephew came up with this word for the number 1 followed by 100 zeros	googol	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1600	no	6-LETTER WORDS	-	It's the proper 6-letter name for the offspring seen here	cygnet	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	3000	yes	6-LETTER WORDS	-	By definition, this verb form operates as a noun & ends in -ing	gerund	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	400	no	INVENTORS & INVENTIONS	-	Within 6 years of moving his lab to Menlo Park, he had applied for around 400 new patents	(Thomas) Edison	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	800	no	INVENTORS & INVENTIONS	-	After failing to make synthetic rubber out of chicle, Thomas Adams flavored it & sold it as this	gum	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1200	no	INVENTORS & INVENTIONS	-	In the 1960s James T. Russell invented these to replace vinyl records; now they're giving way to downloads	CDs	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1000	yes	INVENTORS & INVENTIONS	-	In 1895 he began sending & receiving wireless signals as far as 1.5 miles at his father's home near Bologna, Italy	Marconi	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	2000	no	INVENTORS & INVENTIONS	-	This navigating instrument that helps find latitude & longitude was first developed in the 1750s	sextant	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	400	no	EVERY YEAR	-	In November 1927 Felix the Cat became the first character balloon to fly in this New York City parade	Macy's Thanksgiving Day Parade	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	800	no	EVERY YEAR	-	In Hawaii this October holiday was replaced with Discoverers' day commemorating the Polynesian arrival	Columbus Day	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1200	no	EVERY YEAR	-	The Spokane YMCA & Ministerial Alliance helped create the first celebration of this holiday on Sunday, June 19, 1910	Father's Day	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	2000	no	EVERY YEAR	-	Tree City USA is a designation presented to qualifying cities from a foundation devoted to this holiday	Arbor Day	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	400	no	NICKNAMES	-	His questionable election as President got him dubbed "Rutherfraud\\"	Rutherford B. Hayes	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	800	no	NICKNAMES	-	Famous for his hair & tackles, he's "the claymaker" of the Green Bay Packers	Clay Matthews	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1200	no	NICKNAMES	-	This Queen who died in 1603 was known as "Gloriana	Elizabeth I	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1600	no	NICKNAMES	-	Friends shunning you? You've been "treated like" this typhoid-carrying early 20th c. woman	Typhoid Mary	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	2000	no	NICKNAMES	-	Life was a circus for this "Prince of Showmen" aka "Prince of Humbugs\\"	P.T. Barnum	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	400	no	ON YOUTUBE	-	Jimmy Kimmel went viral with a video of a girl failing epically at this kind of derriere dance	twerking	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	800	no	ON YOUTUBE	-	Many saw Mozart & Skrillex locked in an "epic" one of these "battles of history	rap	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1200	no	ON YOUTUBE	-	He followed up an extremely "stylish" video with "Gentleman M/V", the most-watched video of 2013	Psy	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	1600	no	ON YOUTUBE	-	Jean-Claude Van Damme impressed by doing a split on moving trucks in a vid for this swedish car (& truck) company	Volvo	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
2	2000	no	ON YOUTUBE	-	Feb. 9, 2013 was the day this animal started to end the cat's viral reign as it sang on "I Knew You Were Trouble\\"	goat	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
3	0	no	WORLD LANDMARKS	-	Built for a World's Fair in 1889, its visitors that year included the Prince of Wales & Buffalo Bill; it still gets 7M a year	the Eiffel Tower	2014-07-22	2014 Teen Tournament quarterfinal game 2.\
1	200	no	JULY	-	Symbolizing health & wisdom, July's birthstone is this red gem	a ruby	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	400	no	JULY	-	The zodiac sign that covers most of July is this one	Cancer	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	600	no	JULY	-	On July 4 Norfolk, Virginia has its annual "Great American Picnic and" these in the night sky	Fireworks	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	800	no	JULY	-	As Claude Monet may have known, this aquatic plant is a July birth flower	water lilies	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	1000	no	JULY	-	A Coney Island tradition began July 4, 1916 when an Irish immigrant won "Most American" as the champion in this contest	a hot dog-eating contest	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	200	no	TAKING A VIDEO GAME BREAK	-	Help fight the Cold War in the third title in this series; "Black Ops" is rated M, so you'll have to wait for that... right?	Call of Duty	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	400	no	TAKING A VIDEO GAME BREAK	-	In February 2014 this addictive game about a little winged creature was taken down by its developer	Flappy Bird	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	600	no	TAKING A VIDEO GAME BREAK	-	Use 3 boosts & detonate as many gems as you can in 60 seconds in this alliterative Popcap app	Bejeweled Blitz	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	800	no	TAKING A VIDEO GAME BREAK	-	Chell is back in Aperture Science Labs & must deal with GLaDOS in this platform-puzzle game "2\\"	Portal	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	1000	no	TAKING A VIDEO GAME BREAK	-	Leap into this Lima Sky app with jet packs & propeller hats, but see if you can avoid black holes	Doodle Jump	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	200	no	ONLY ONE	-	...was a Beatle: Django, Ringo, Waldo	Ringo	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	400	no	ONLY ONE	-	...is a county in Florida: Lincoln, Suwannee, Crockett	Suwannee	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	600	no	ONLY ONE	-	...is a weapon in the classic version of the board game Clue: spear, hammer, wrench	a wrench	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	800	no	ONLY ONE	-	...borders Mexico: Belize, El Salvador, Honduras	Belize	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	1000	no	ONLY ONE	-	...is a variety of snail: glider, sailfoot, ramshorn	ramshorn	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	200	no	ICI ON PARLE FRAN\'c7AIS	-	Beaucoup means this, especially following merci	very much	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	400	no	ICI ON PARLE FRAN\'c7AIS	-	2-word French term meaning "goodbye\\"	au revoir	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	600	no	ICI ON PARLE FRAN\'c7AIS	-	Hiver refers to this season	winter	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	800	no	ICI ON PARLE FRAN\'c7AIS	-	This French word meaning "black" is also a film style	noir	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	600	yes	ICI ON PARLE FRAN\'c7AIS	-	Rue a sens unique is this type of street	a one-way street	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	200	no	GOOD KNIGHT	-	Anne Crompton reworks medieval lit by pairing this knight not with the Green Knight but rather with "Lady Green\\"	Gawain	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	400	no	GOOD KNIGHT	-	\\"The Hedge Knight" is a graphic novel set in the same world as this author's "A Song of Ice and Fire\\"	George R.R. Martin	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	600	no	GOOD KNIGHT	-	11th century knight El Cid was a soldier of fortune for both Christians & these Spanish Muslims	Moors	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	800	no	GOOD KNIGHT	-	Some would call this Brit's "The White Company", about noble Sir Nigel & crew, an elementary choice	(Sir Arthur Conan) Doyle	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	1000	no	GOOD KNIGHT	-	Sturm Brightblade is a knight of Solamnia in this series named for a weapon that sounds like it could kill Smaug	Dragonlance	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	400	no	10 YEARS AGO: 2004	-	For the first time since 1918, this East Coast team won baseball's World Series	the (Boston) Red Sox	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	2000	yes	10 YEARS AGO: 2004	-	At the Democratic National Convention, these 2 Johns got the nod as the 2004 ticket	John Kerry & John Edwards	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	1600	no	10 YEARS AGO: 2004	-	Over the summer, 4 of these caused $20 billion in damage to Florida & surrounding states	hurricanes	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	2000	no	10 YEARS AGO: 2004	-	A rebellion forced Jean-Bertrand Aristide to resign as this Caribbean country's president	Haiti	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	400	no	HITS & MISSES	-	With Maroon 5, this miss sang "Moves Like Jagger\\"	Christina Aguilera	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	800	no	HITS & MISSES	-	2009's "Paparazzi\\"	Lady Gaga	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	1200	no	HITS & MISSES	-	From 1985: "Material Girl\\"	Madonna	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	1600	no	HITS & MISSES	-	From the "Breaking Dawn, Part 1" soundtrack: "A Thousand Years\\"	(Christina) Perri	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	400	no	JOBS IN ART	-	\\"Detroit Industry", a series of these wall paintings by Diego Rivera, has workers from doctors to auto assemblers	murals	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	800	no	JOBS IN ART	-	Giorgione did an "Adoration of the Magi" & an "Adoration of" these animal management workers	Shepherds	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	400	no	MEASURE UP	-	1 astronomical unit = about 93 million miles, the average distance between these 2 objects	the Earth & the Sun	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	800	no	MEASURE UP	-	The weight of one of these bundles of cotton is about 500 pounds	a bale	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	1200	no	MEASURE UP	-	In surveying, 100 links = one of these units of measure (about 66 feet)	a chain	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	2000	no	MEASURE UP	-	Many horse races are measured in these units that are each equal to 1/8 of a mile	furlong	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	400	no	EUROPEAN GEOGRAPHY	-	It's the name of the peninsula that includes Sweden & Norway as well as the region that also includes Denmark	Scandinavia	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	800	no	EUROPEAN GEOGRAPHY	-	Kiev is the capital of this country	Ukraine	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	1200	no	EUROPEAN GEOGRAPHY	-	These 2 rivers, one flowing through France & the other through Germany, differ by a letter	the Rhine & the Rh\'f4ne	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	1600	no	EUROPEAN GEOGRAPHY	-	This mountain range forms a natural barrier between France & Spain	the Pyrenees	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	2000	yes	EUROPEAN GEOGRAPHY	-	In north central Italy, you'll find another country altogether, the tiny Republic of this	San Marino	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	400	no	\\"CC" ME	-	Want to go faster? Step on it!	accelerate	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	800	no	\\"CC" ME	-	It's the instrument heard here playing a jaunty tune	the accordion	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	1200	no	\\"CC" ME	-	A pirate, from Tampa or not	a buccaneer	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	1600	no	\\"CC" ME	-	Politicians vie for the votes of "NASCAR dads" & these moms	soccer moms	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
2	2000	no	\\"CC" ME	-	A female demon who descends into a man's dreams & steals his soul	a succubus	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
3	0	no	LITERARY HEROINES	-	Fittingly, this character is named for a plant also known as arrowhead that belongs to the genus Sagittaria	Katniss Everdeen	2014-07-23	2014 Teen Tournament quarterfinal game 3.\
1	200	no	THE PRESIDENCY	-	FDR was elected president this many times	4	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	400	no	THE PRESIDENCY	-	It's the number & street address for the White House	1600 Pennsylvania Avenue	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	600	no	THE PRESIDENCY	-	According to the Constitution, it's the minimum age you have to be to become president	35	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	800	no	THE PRESIDENCY	-	A 1929 fire damaged the west wing, including this important alliterative room	Oval Office	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	1000	no	THE PRESIDENCY	-	Air Force One is the President's jet; Marine One is this transport that often departs the South Lawn	helicopter	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	200	no	THE SOUND OF WORDS	-	The sound a cannon makes, or a pole that holds a camera or microphone on set	boom	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	400	no	THE SOUND OF WORDS	-	Spelled one way, it's the sound of a bell; spelled another, it's how you can prep carrots or apples	peal (peel)	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	600	no	THE SOUND OF WORDS	-	4-letter term for gossip or the predominant sound in an apiary	buzz	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	800	no	THE SOUND OF WORDS	-	This Nestle candy bar is "for the kid in you\\"	Crunch	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	1000	no	THE SOUND OF WORDS	-	This mournful cry is a homophone of an enormous mammal	wail	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	200	no	PRO SPORTS TEAMS	-	Of the 4 major Miami pro sports teams, it's the one team name that's not an animal	Heat	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	600	no	PRO SPORTS TEAMS	-	Of pro teams with "Boston" in their names, it's won more championships than all the others	Celtics	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	800	no	PRO SPORTS TEAMS	-	The 2 NHL teams based in national capital cities are the Washington Capitals & them	Ottawa Senators	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	1000	no	PRO SPORTS TEAMS	-	The natl. hot dog & sausage council says this team's Miller park is MLB's only park to sell more sausages than hot dogs	Milwaukee Brewers	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	200	no	FICTIONAL CHARACTERS	-	This Carolyn Keene character has been solving crimes for more than 80 years; her latest books are her diaries	Nancy Drew	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	400	no	FICTIONAL CHARACTERS	-	For stealing a loaf of bread during the French Revolution, he ended up serving 19 years	Jean Valjean	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	600	no	FICTIONAL CHARACTERS	-	On the day of her wedding, she learns that her groom-to-be, Mr. Rochester, already has a wife	Jane Eyre	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	800	no	FICTIONAL CHARACTERS	-	This teen classic from the '60s features brothers Darry, Sodapop & Ponyboy	The Outsiders	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	1000	yes	FICTIONAL CHARACTERS	-	As this book begins, Santiago had "gone eighty-four days... without taking a fish\\"	The Old Man and the Sea	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	200	no	INDOORS	-	Useful tools in a home workshop include the ball-peen & claw types of these	hammers	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	400	no	INDOORS	-	In Spanish, this room is la cocina	kitchen	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	600	no	INDOORS	-	Their original purpose was to hold skim & 2%, but these plastic stackable bins are great for storage	milk crates	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	800	no	INDOORS	-	In a real estate listing, it's what "3BD, 3BA" means	three bedrooms, three bathrooms	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	1000	no	INDOORS	-	3-letter area where cubs sleep or where you can sit & watch the cubs play	den	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	200	no	OUTDOORS	-	These sidewalk fixtures allow firefighters to tap into the municipal water supply	hydrants	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	400	no	OUTDOORS	-	You can draw the pattern for hopscotch with Crayola's rhymingly named sidewalk this	chalk	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	600	no	OUTDOORS	-	Head outdoors for this 3-word game, also the object of the board game Stratego	capture the flag	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	800	no	OUTDOORS	-	Go lie in one of these hanging beds made of canvas or netted cord & strung between 2 trees	hammock	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	1000	no	OUTDOORS	-	It's an outdoor structure used for a newsstand or Redbox rentals	kiosk	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	400	no	THE VOICE	-	Frank Welker has voiced both Fred & this mystery-solving mutt	Scooby-Doo	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	800	no	THE VOICE	-	On this show, baby, John DiMaggio voiced Bender as well as Barbados Slim & noticeably F.A.T.	Futurama	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1200	no	THE VOICE	-	In "Looney Tunes: Back in Action", Billy West brought this noted "wabbit hunter" to life	Elmer Fudd	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1600	no	THE VOICE	-	Playing a 10-year-old boy named Timmy Turner on this "magical" Nick cartoon is Tara Strong work	The Fairly OddParents	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	2000	no	THE VOICE	-	Elizabeth Banks hit the bricks as Wyldstyle in this 2014 film	The Lego Movie	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	400	no	THE MIDDLE AGES	-	The Middle Ages are traditionally defined as the period beginning with the 5th c. collapse of this empire	the Roman empire	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	800	no	THE MIDDLE AGES	-	The Middle Ages came to an end in the 14th & 15th centuries with the dawn of this era of revival & discovery	the Renaissance	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1500	yes	THE MIDDLE AGES	-	The high period of this architectural style of rib vaults & pointed arches began around 1200	Gothic	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1600	no	THE MIDDLE AGES	-	The first of these military expeditions to the Holy Land was launched in 1095	the Crusades	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	2000	no	THE MIDDLE AGES	-	This saintly Italian, the leading theologian of the Middle Ages, did all of his theologizing in the 1200s	Thomas Aquinas	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	400	no	BRIDGE OVER THE RIVER....	-	Paris' oldest, the Pont Neuf	the Seine	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	800	no	BRIDGE OVER THE RIVER....	-	The George Washington bridge, from Fort Lee to Manhattan	the Hudson	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1200	no	BRIDGE OVER THE RIVER....	-	St, Louis' Martin Luther King bridge & New Orleans' Huey P. Long bridge	the Mississippi	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1600	no	BRIDGE OVER THE RIVER....	-	The Thai-Lao Friendship bridges	the Mekong	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	2000	no	BRIDGE OVER THE RIVER....	-	The Ponte Vecchio in Florence, Italy	the Arno	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	400	no	THE GENIUS BAR	-	He was 26 in 1905, his "miracle year" in which he published 4 papers altering the course of modern physics	Einstein	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	800	no	THE GENIUS BAR	-	This Italian who gave us the law of falling bodies was put on trial in 1633 for supporting the heliocentric model of the universe	Galileo	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1200	no	THE GENIUS BAR	-	Curse you, Gottfried Leibniz, for co-inventing this branch of math, both integral & differential	calculus	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	600	yes	THE GENIUS BAR	-	She is still the only woman to win Nobel prizes in two different fields, which she did back in 1903 & 1911	Marie Curie	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	2000	no	THE GENIUS BAR	-	This 16th century Dane located the accurate positions of 777 fixed stars, & the telescope hadn't been invented yet	(Tycho) Brahe	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	400	no	USE YOUR "HEAD\\"	-	It's a nickname for a fan or performer of heavy metal music	headbanger	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	800	no	USE YOUR "HEAD\\"	-	A wrestling hold in which the opponent's noggin is encircled & held between the arm & the body	headlock	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1200	no	USE YOUR "HEAD\\"	-	Historically, the Jivaro people of Ecuador are known for engaging in this practice against their enemies	head shrinking	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	1600	no	USE YOUR "HEAD\\"	-	A skilled carpenter usually does this 6-word phrase for getting something exactly right	hits the nail on the head	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
2	2000	no	USE YOUR "HEAD\\"	-	In a classic American tale, he chases Ichabod Crane	the Headless Horseman	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
3	0	no	NOVEL WORDS	-	This word for a person without certain abilities has made it from the realm of fantasy to the OED	a muggle	2014-07-24	2014 Teen Tournament quarterfinal game 4.\
1	200	no	HUNGER AIMS	-	To make a quesadilla, all you really need is cheese & this to wrap around it	a tortilla	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	400	no	HUNGER AIMS	-	This rhyming meat snack has new flavors like hickory smoked & maple bacon jerky	Slim Jim	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	600	no	HUNGER AIMS	-	In 2014 Subway offered a chicken enchilada melt that added these chips inside the sandwich	Fritos	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
